publication_title,pdf_title,pdf_url,publication_url,date
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-003-l-children-on-the-move-in-north-africa-and-along-key-routes.pdf,https://publications.iom.int/books/children-move-north-africa-and-along-key-routes-trends-vulnerabilities-and-experiences,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-056-r-taking_stock-diaspora-engagement-hdpn-en.pdf,https://publications.iom.int/books/taking-stock-insight-impact-diaspora-engagement-humanitarian-development-and-peace-nexus-hdpn,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-050-r-handbook-for-businesses-on-remediation-of-migrant-worker.pdf,https://publications.iom.int/books/handbook-businesses-remediation-migrant-worker-grievances-conceptualizing-grievance,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-049-r-operational-guidelines_0.pdf,https://publications.iom.int/books/operational-guidelines-businesses-remediation-migrant-worker-grievances-practical-guidance,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-090-r-integration-migrants-egypt-en.pdf,https://publications.iom.int/books/integration-migrants-egypt-lessons-research-stakeholders-and-international-experiences,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-036-r-amico-impact-tracing-the-evolution-of-italy-based-diaspora-organizations.pdf,https://publications.iom.int/books/amico-impact-tracing-evolution-italy-based-diaspora-organizations,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/PUB2024-004-EL-ECOWAS-report-on-TIP-data.pdf,https://publications.iom.int/books/trafficking-persons-data-economic-community-west-african-states-region-standardizing-and,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-018-l-innovative_e-waste-circular-economy-model-uganda.pdf,https://publications.iom.int/books/innovative-e-waste-circular-economy-model-contributing-resilience-communities-uganda,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-031-el-mpp-7th-issue.pdf,https://publications.iom.int/books/migration-policy-practice-volume-xiv-number-3-september-2025,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-060-r-kap-uzb.pdf,https://publications.iom.int/books/research-report-assessment-knowledge-attitudes-and-practices-hiv-among-uzbek-migrant-workers-uzbek,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-059-r-research-report-assessment-of-kap-on-hiv-russian.pdf,https://publications.iom.int/books/research-report-assessment-knowledge-attitudes-and-practices-hiv-among-uzbek-migrant-workers-russian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-027-r-climate_change-migration-moldova-en.pdf,https://publications.iom.int/books/climate-change-migration-and-adaptation-republic-moldova-case-study-contributions-migration,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-041-r-falsificacion-de_documentos-y-la-suplantacion-de-identidad_vh.pdf,https://publications.iom.int/books/la-falsificacion-de-documentos-y-la-suplantacion-de-identidad-en-el-marco-de-la-migracion,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-028-el_mgi-second-profile-portuguese-en.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2024-portugal,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-058-r-mgi-belarus-ru.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2025-republic-belarus-russian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-008-el-mp-botswana-2021.pdf,https://publications.iom.int/books/migration-botswana-country-profile-2021,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-013-r-health-well-being-climate-gender-youth-en.pdf,https://publications.iom.int/books/health-and-well-being-climate-action-gender-and-youth-empowerment,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-063-r-migration-health-2024-en.pdf,https://publications.iom.int/books/migration-health-2024-impact-overview,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-003-u-annual-report-2024-fr.pdf,https://publications.iom.int/books/rapport-annuel-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-002-u-annual-report-2024-sp.pdf,https://publications.iom.int/books/informe-anual-de-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-001-u-annual-report-2024-en.pdf,https://publications.iom.int/books/annual-report-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-040-el-migration-governance-in-focus-ukraine-labour.pdf,https://publications.iom.int/books/migration-governance-focus-addressing-ukraines-labour-market-challenges-recovery-and-reconstruction,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-047-el-climate_mobility-and-relocation-solomon-islands.pdf,https://publications.iom.int/books/climate-mobility-and-relocation-solomon-islands-insights-community-experiences-and-key-stakeholders,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-011-l-mgi_odesa-ua.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2025-odesa-city-territorial-community-ukraine-ukrainian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-024-el-positioning-the-climate-migration-health-in-mena-region.pdf,https://publications.iom.int/books/positioning-climate-change-health-migration-nexus-middle-east-and-north-africa-region,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-043-r-legal-identity-toolkit-en.pdf,https://publications.iom.int/books/legal-identity-toolkit,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-033-r-beyond-borders-consular-services-legal-identity-en.pdf,https://publications.iom.int/books/beyond-borders-role-consular-services-legal-identity-and-identity-management,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-038-el-building-solutions-for-the-worlds-83-million-internally-displaced-persons.pdf,https://publications.iom.int/books/building-solutions-worlds-83-million-internally-displaced-persons-recent-lessons-how,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-006-l-migration-environment-and-climate-change-in-yemen.pdf,https://publications.iom.int/books/migration-environment-and-climate-change-yemen,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-030-el_mgi-belarus.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2025-republic-belarus,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-003-el-mapping-the-montenegrin-diaspora-usa.pdf,https://publications.iom.int/books/mapping-montenegrin-diaspora-united-states,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-005-el-mpp-vol-xiv-june-2025.pdf,https://publications.iom.int/books/migration-policy-practice-vol-xiv-number-2-june-2025,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-012-el-mgi-barbados.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2025-barbados,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-021-el-protecting-children-on-the-move.pdf,https://publications.iom.int/books/protecting-children-migration-nexus-between-migration-and-child-protection,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-025-el-local-mgi-odesa-en.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2025-odesa-city-territorial-community-ukraine,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-007-l-etudes-sur-le-lien-entre-la-migration.pdf,https://publications.iom.int/books/etudes-sur-le-lien-entre-la-migration-lenvironnement-et-les-changements-climatiques-dans-les,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-032-r-legal-identity-system-maturity-assessment_0.pdf,https://publications.iom.int/books/legal-identity-system-maturity-assessment-methodology,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-042-r-migration-health-data-an-iom-primer_0.pdf,https://publications.iom.int/books/migration-health-data-iom-primer,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2025-013-l-mgi-stryi-city-ua_0.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2025-stryi-territorial-community-ukraine-ukrainian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-055-r-join-the-dott.pdf,https://publications.iom.int/books/join-dott-diaspora-organization-trainings-trove,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-057-l-cplp-report_0.pdf,https://publications.iom.int/books/governanca-da-migracao-na-comunidade-dos-paises-de-lingua-portuguesa-areas-bem-desenvolvidas,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-011-l-wmr2024-ch1-pt.pdf,https://publications.iom.int/books/world-migration-report-2024-chapter-1-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-011-l-wmr2024-ch2-pt_0.pdf,https://publications.iom.int/books/world-migration-report-2024-chapter-2-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-011-l-wmr2024-ch3-pt.pdf,https://publications.iom.int/books/world-migration-report-2024-chapter-3-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-031-r-asia-pacific-migration-data-report-2023-en_0.pdf,https://publications.iom.int/books/asia-pacific-migration-data-report-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-049-l-mgi-municipalidad-de-monte-patria-cl-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-municipalidad-de-monte,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-el-mp-gandaki-province_0.pdf,https://publications.iom.int/books/migration-profile-gandaki-province-nepal-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-095-el-mgi-manaus-br.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2023-municipality-manaus-brazil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-091-el-mgi_rio-de-janeiro-br.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2023-municipality-rio-de-janeiro-brazil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-052-l_mgi-republique-du-burundi-fr.pdf,https://publications.iom.int/books/indicateurs-de-gouvernance-des-migrations-republique-du-burundi-profil-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-080-el-mgi-district-of-mangochi-mw.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2024-district-mangochi-malawi,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-076-el-global-shelter-roadmap.pdf,https://publications.iom.int/books/iom-global-shelter-and-settlements-2024-2030-road-map,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-034-l-lmgi-intendencia-departamental-de-rocha-uy-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-intendencia-departamental-de-rocha-uruguay,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-070-el-implementation-of-the-gcm-in-africa.pdf,https://publications.iom.int/books/migration-governance-indicators-data-implementation-global-compact-migration-africa,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-006-r-study-foreigners-access-health-services-moldova-en.pdf,https://publications.iom.int/books/qualitative-study-foreigners-access-health-services-republic-moldova,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-149-r-return-training-investment-employers-thailand-en.pdf,https://publications.iom.int/books/return-training-investment-skills-development-for-migrant-workers,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-077-el_mgi-mozambique_0.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2024-republic-mozambique,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-079-r-pensons-a-demain_1.pdf,https://publications.iom.int/books/dialogue-international-sur-la-migration-no-36-pensons-demain-agissons-aujourdhui,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-048-l-lmgi-municipalidad-de-los-chiles-cr-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-municipalidad-de-los-chiles,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-046-l-lmgi-santa-ana-centro-sv-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-santa-ana-centro,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-081-r-knowledge-management-strategy-executive-summary.pdf,https://publications.iom.int/books/knowledge-management-strategy-2024-2028-executive-summary,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-048-el-gen-sensitive-report.pdf,https://publications.iom.int/books/gender-sensitive-baseline-report-nexus-between-migration-environment-and-climate-change-mecc,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-025-el-knowledge-management-strategy_0.pdf,https://publications.iom.int/books/knowledge-management-strategy-2024-2028,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-034-r-operational-guidelines-for-businesses-ja.pdf,https://publications.iom.int/books/operational-guidelines-businesses-remediation-migrant-worker-grievances-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-042-l-lmgi-municipio-de-ocotepeque-hn-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-municipalidad-de-ocotepeque,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-063-el-mgi_rio-grande-do-norte-br_0.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2024-state-rio-grande-do-norte-brazil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-041-l-lmgi-municipio-de-danli-hn-es_1.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-municipio-de-danli,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-037-l-return-reintegration-2023-exec-sum.pdf,https://publications.iom.int/books/return-and-reintegration-key-highlights-2023-executive-summary,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-036-l-return-reintegration-2023-annex_0.pdf,https://publications.iom.int/books/return-and-reintegration-key-highlights-2023-annexes,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-033-l-return-reintegration-2023-highlights_1.pdf,https://publications.iom.int/books/return-and-reintegration-key-highlights-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub-2024-020-r-protecting-human-rights-migrants-en.pdf,https://publications.iom.int/books/protecting-human-rights-migrants-course-migration-officials-africa,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-039-r-iris-global-guidance-for-ciop.pdf,https://publications.iom.int/books/global-guidance-comprehensive-information-and-orientation-programmes-how-incorporate-ethical,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-051-l-profil-migratoire-des-travailleurs-cote-de-ivoire-fr.pdf,https://publications.iom.int/books/profil-migratoire-des-travailleurs-migrants-dans-les-plantations-de-cacao-et-de-banane,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-030-el-mpp-51-4th-issue_0.pdf,https://publications.iom.int/books/migration-policy-practice-volume-xiii-number-2-july-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-029-l-lmgi-canton-de-guayaquil-ec-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-canton-de-guayaquil-ecuador,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-020-l-mgi-municipio-do-rio-grande-do-norte-br-pt.pdf,https://publications.iom.int/books/indicadores-de-governanca-migratoria-local-perfil-2024-governo-do-rio-grande-do-norte-brasil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-040-r-public-private-sector-diaspora-collaboration.pdf,https://publications.iom.int/books/public-sector-synergies-private-sector-alliances-and-diaspora-diaspora-collaboration,
